tipo,iter,tiempo_ms,gflops,gbps_estimado
iteracion,132,3542.386000,310.387300,1241.558674
iteracion,133,3522.947600,312.099910,1248.409163
iteracion,134,3516.573700,312.665601,1250.671944
iteracion,135,3512.111400,313.062857,1252.260981
iteracion,136,3536.593900,310.895641,1243.592052
iteracion,137,3514.437200,312.855677,1251.432254
iteracion,138,3516.944100,312.632671,1250.540225
iteracion,139,3520.440000,312.322218,1249.298402
iteracion,140,3538.619800,310.717650,1242.880082
iteracion,141,3526.069600,311.823575,1247.303815
iteracion,142,3522.521000,312.137707,1248.560354
iteracion,143,3510.703200,313.188431,1252.763283
iteracion,144,3515.715900,312.741888,1250.977096
iteracion,145,3548.051500,309.891677,1239.576163
iteracion,146,3524.895700,311.927422,1247.719206
iteracion,147,3513.150700,312.970243,1251.890523
iteracion,148,3525.956600,311.833568,1247.343789
iteracion,149,3538.883700,310.694479,1242.787398
iteracion,150,3515.691100,312.744094,1250.985920
iteracion,151,3522.563900,312.133906,1248.545148
iteracion,152,3522.192100,312.166854,1248.676943
iteracion,153,3546.202900,310.053220,1240.222342
iteracion,154,3525.350200,311.887207,1247.558346
iteracion,155,3520.356500,312.329626,1249.328034
iteracion,156,3519.828700,312.376460,1249.515371
iteracion,157,3542.467800,310.380133,1241.530005
iteracion,158,3524.639700,311.950078,1247.809830
iteracion,159,3531.711200,311.325464,1245.311357
iteracion,160,3519.395400,312.414919,1249.669209
iteracion,161,3512.054800,313.067902,1252.281162
iteracion,162,3541.910300,310.428987,1241.725423
iteracion,163,3517.704800,312.565065,1250.269797
iteracion,164,3520.251300,312.338959,1249.365369
iteracion,165,3518.381100,312.504984,1250.029471
iteracion,166,3537.694300,310.798937,1243.205233
iteracion,167,3517.952300,312.543074,1250.181836
iteracion,168,3520.930200,312.278735,1249.124469
iteracion,169,3516.634600,312.660186,1250.650285
iteracion,170,3539.075800,310.677615,1242.719940
iteracion,171,3518.801400,312.467657,1249.880162
iteracion,172,3521.602000,312.219163,1248.886179
iteracion,173,3510.835800,313.176602,1252.715967
iteracion,174,3547.373900,309.950870,1239.812940
iteracion,175,3522.161200,312.169593,1248.687898
iteracion,176,3518.159100,312.524703,1250.108349
iteracion,177,3515.363600,312.773230,1251.102465
iteracion,178,3519.961500,312.364674,1249.468230
iteracion,179,3586.579000,306.562780,1226.260474
iteracion,180,3522.299800,312.157309,1248.638763
iteracion,181,3518.383900,312.504735,1250.028476
iteracion,182,3516.468000,312.674999,1250.709537
iteracion,183,3536.110800,310.938115,1243.761950
iteracion,184,3535.448500,310.996364,1243.994946
iteracion,185,3520.888600,312.282424,1249.139227
iteracion,186,3520.150600,312.347894,1249.401110
iteracion,187,3542.194000,310.404125,1241.625971
iteracion,188,3522.108600,312.174255,1248.706546
iteracion,189,3636.764900,302.332336,1209.338571
iteracion,190,3883.190000,283.146492,1132.594610
iteracion,191,3538.863100,310.696288,1242.794632
iteracion,192,3545.813600,310.087261,1240.358508
iteracion,193,3610.770200,304.508891,1218.044855
iteracion,194,3506.432200,313.569910,1254.289208
iteracion,195,3498.607600,314.271205,1257.094413
iteracion,196,3509.431300,313.301938,1253.217313
iteracion,197,3493.866800,314.697638,1258.800154
iteracion,198,3503.438100,313.837892,1255.361145
iteracion,199,3500.358000,314.114050,1256.465786
iteracion,200,3509.521200,313.293913,1253.185211
iteracion,201,3498.590700,314.272724,1257.100485
iteracion,202,3497.929000,314.332174,1257.338289
iteracion,203,3500.800200,314.074373,1256.307077
iteracion,204,3504.933400,313.704000,1254.825574
iteracion,205,3499.148800,314.222598,1256.899983
iteracion,206,3505.159900,313.683729,1254.744488
iteracion,207,3499.888100,314.156223,1256.634481
iteracion,208,3509.471500,313.298349,1253.202958
iteracion,209,3511.212600,313.142994,1252.581534
iteracion,210,3513.101400,312.974635,1251.908091
iteracion,211,3508.107700,313.420146,1253.690149
iteracion,212,3506.310600,313.580784,1254.332707
iteracion,213,3505.692000,313.636117,1254.554041
iteracion,214,3505.280100,313.672972,1254.701462
iteracion,215,3510.864800,313.174016,1252.705620
iteracion,216,3508.456600,313.388978,1253.565475
iteracion,217,3510.867100,313.173810,1252.704799
iteracion,218,3507.525300,313.472187,1253.898316
iteracion,219,3501.489100,314.012580,1256.059905
iteracion,220,3509.320400,313.311839,1253.256917
iteracion,221,3510.412900,313.214331,1252.866882
iteracion,222,3509.634300,313.283816,1253.144826
iteracion,223,3500.263400,314.122539,1256.499744
iteracion,224,3508.258400,313.406683,1253.636296
iteracion,225,3503.960800,313.791075,1255.173878
iteracion,226,3502.167200,313.951780,1255.816703
iteracion,227,3501.607900,314.001927,1256.017290
iteracion,228,3507.013200,313.517961,1254.081412
iteracion,229,3506.831400,313.534214,1254.146426
iteracion,230,3504.432800,313.748812,1255.004823
iteracion,231,3503.674300,313.816735,1255.276515
iteracion,232,3509.750400,313.273453,1253.103373
iteracion,233,3505.812400,313.625346,1254.510956
iteracion,234,3508.315500,313.401582,1253.615892
iteracion,235,3497.946900,314.330566,1257.331855
iteracion,236,3504.941000,313.703320,1254.822853
iteracion,237,3499.315500,314.207629,1256.840106
iteracion,238,3503.415900,313.839881,1255.369100
iteracion,239,3500.798400,314.074534,1256.307723
iteracion,240,3501.305700,314.029029,1256.125698
iteracion,241,3502.051300,313.962171,1255.858264
iteracion,242,3498.902200,314.244744,1256.988568
iteracion,243,3504.154900,313.773694,1255.104352
iteracion,244,3504.538700,313.739331,1254.966899
iteracion,245,3499.407200,314.199396,1256.807172
iteracion,246,3505.772200,313.628943,1254.525341
iteracion,247,3502.627300,313.910540,1255.651740
iteracion,248,3502.127000,313.955384,1255.831118
iteracion,249,3505.501100,313.653197,1254.622361
iteracion,250,3503.356900,313.845166,1255.390242
iteracion,251,3506.709600,313.545104,1254.189986
iteracion,252,3512.214000,313.053711,1252.224399
iteracion,253,3509.405400,313.304250,1253.226562
iteracion,254,3509.230200,313.319892,1253.289130
iteracion,255,3508.824400,313.356128,1253.434075
iteracion,256,3498.721500,314.260974,1257.053488
iteracion,257,3503.841700,313.801742,1255.216543
iteracion,258,3506.647400,313.550666,1254.212233
iteracion,259,3503.568500,313.826211,1255.314422
iteracion,260,3498.751000,314.258325,1257.042889
iteracion,261,3498.648000,314.267576,1257.079896
iteracion,262,3527.355400,311.709908,1246.849145
iteracion,263,3501.442300,314.016778,1256.076693
iteracion,264,3505.410500,313.661304,1254.654787
iteracion,265,3504.087300,313.779747,1255.128565
iteracion,266,3509.723000,313.275899,1253.113156
iteracion,267,3506.346700,313.577556,1254.319793
iteracion,268,3504.809800,313.715063,1254.869826
iteracion,269,3504.065800,313.781673,1255.136266
iteracion,270,3507.621900,313.463554,1253.863783
iteracion,271,3494.907300,314.603946,1258.425385
iteracion,272,3502.536800,313.918651,1255.684185
iteracion,273,3502.432500,313.927999,1255.721578
iteracion,274,3496.082500,314.498193,1258.002369
iteracion,275,3502.790000,313.895959,1255.593417
iteracion,276,3507.962600,313.433110,1253.742006
iteracion,277,3501.438600,314.017109,1256.078020
iteracion,278,3499.528400,314.188514,1256.763644
iteracion,279,3503.113900,313.866936,1255.477324
iteracion,280,3513.897000,312.903773,1251.624639
iteracion,281,3507.957300,313.433584,1253.743900
iteracion,282,3497.714400,314.351460,1257.415433
iteracion,283,3513.251700,312.961245,1251.854533
iteracion,284,3499.314600,314.207710,1256.840430
iteracion,285,3495.879100,314.516491,1258.075563
iteracion,286,3503.948400,313.792186,1255.178320
iteracion,287,3513.152700,312.970065,1251.889810
iteracion,288,3500.734200,314.080294,1256.330762
iteracion,289,3502.699100,313.904105,1255.626002
iteracion,290,3499.298600,314.209147,1256.846176
iteracion,291,3505.120300,313.687273,1254.758664
iteracion,292,3506.630600,313.552168,1254.218242
iteracion,293,3498.407900,314.289145,1257.166171
iteracion,294,3503.408000,313.840588,1255.371931
iteracion,295,3495.056900,314.590480,1258.371521
iteracion,296,3508.177400,313.413919,1253.665241
iteracion,297,3501.218600,314.036841,1256.156946
iteracion,298,3501.444800,314.016553,1256.075796
iteracion,299,3506.327500,313.579273,1254.326661
iteracion,300,3498.538900,314.277377,1257.119098
iteracion,301,3511.206800,313.143512,1252.583603
iteracion,302,3504.581600,313.735491,1254.951537
iteracion,303,3500.637300,314.088988,1256.365538
iteracion,304,3508.107300,313.420182,1253.690292
iteracion,305,3510.977700,313.163945,1252.665337
iteracion,306,3502.512500,313.920829,1255.692896
iteracion,307,3507.798300,313.447791,1253.800729
iteracion,308,3498.545200,314.276811,1257.116834
iteracion,309,3506.480500,313.565590,1254.271930
iteracion,310,3500.799900,314.074400,1256.307184
iteracion,311,3492.991400,314.776506,1259.115630
iteracion,312,3507.827200,313.445208,1253.790399
iteracion,313,3505.340200,313.667594,1254.679950
iteracion,314,3504.559900,313.737433,1254.959308
iteracion,315,3505.878300,313.619451,1254.487375
iteracion,316,3499.020700,314.234102,1256.945998
iteracion,317,3498.731800,314.260049,1257.049787
iteracion,318,3503.858600,313.800228,1255.210489
iteracion,319,3507.052000,313.514492,1254.067538
iteracion,320,3504.581400,313.735509,1254.951609
iteracion,321,3503.115200,313.866820,1255.476858
iteracion,322,3505.033700,313.695023,1254.789666
iteracion,323,3506.329400,313.579103,1254.325981
iteracion,324,3506.388800,313.573791,1254.304732
iteracion,325,3502.154300,313.952937,1255.821328
iteracion,326,3505.604800,313.643919,1254.585247
iteracion,327,3501.118500,314.045819,1256.192861
iteracion,328,3511.108200,313.152306,1252.618779
iteracion,329,3508.557300,313.379983,1253.529496
iteracion,330,3500.954200,314.060557,1256.251814
iteracion,331,3505.143400,313.685206,1254.750395
iteracion,332,3509.190200,313.323464,1253.303416
iteracion,333,3506.251900,313.586034,1254.353706
iteracion,334,3511.815000,313.089279,1252.366672
iteracion,335,3499.580100,314.183872,1256.745078
iteracion,336,3505.891500,313.618270,1254.482652
iteracion,337,3506.740600,313.542333,1254.178899
iteracion,338,3503.224000,313.857072,1255.437867
iteracion,339,3510.436900,313.212190,1252.858317
iteracion,340,3502.680200,313.905799,1255.632777
iteracion,341,3505.114000,313.687837,1254.760919
iteracion,342,3503.187400,313.860351,1255.450983
iteracion,343,3508.636400,313.372918,1253.501236
iteracion,344,3505.088800,313.690092,1254.769941
iteracion,345,3505.770400,313.629104,1254.525985
iteracion,346,3511.760400,313.094147,1252.386144
iteracion,347,3498.456700,314.284761,1257.148635
iteracion,348,3494.569000,314.634402,1258.547210
iteracion,349,3500.595800,314.092712,1256.380433
iteracion,350,3511.417700,313.124704,1252.508372
iteracion,351,3502.528800,313.919368,1255.687053
iteracion,352,3505.484100,313.654718,1254.628445
iteracion,353,3499.948100,314.150838,1256.612938
iteracion,354,3496.934400,314.421577,1257.695902
iteracion,355,3509.820800,313.267170,1253.078239
iteracion,356,3502.916500,313.884624,1255.548074
iteracion,357,3506.694100,313.546490,1254.195530
iteracion,358,3505.870400,313.620158,1254.490202
iteracion,359,3502.470700,313.924576,1255.707882
iteracion,360,3509.965400,313.254264,1253.026615
iteracion,361,3502.439500,313.927372,1255.719068
iteracion,362,3503.032500,313.874230,1255.506498
iteracion,363,3499.263000,314.212344,1256.858963
iteracion,364,3502.503400,313.921645,1255.696159
iteracion,365,3500.383600,314.111753,1256.456597
iteracion,366,3507.695800,313.456950,1253.837367
iteracion,367,3516.413800,312.679818,1250.728815
iteracion,368,3503.151300,313.863586,1255.463921
iteracion,369,3505.855600,313.621482,1254.495498
iteracion,370,3506.832000,313.534161,1254.146211
iteracion,371,3508.189300,313.412856,1253.660988
iteracion,372,3502.486800,313.923132,1255.702110
iteracion,373,3513.135100,312.971633,1251.896082
iteracion,374,3504.102800,313.778359,1255.123013
iteracion,375,3505.311800,313.670136,1254.690115
iteracion,376,3505.362000,313.665644,1254.672147
iteracion,377,3501.043700,314.052529,1256.219700
iteracion,378,3503.211700,313.858174,1255.442275
iteracion,379,3510.987900,313.163035,1252.661698
iteracion,380,3503.128000,313.865673,1255.472271
iteracion,381,3501.240800,314.034850,1256.148982
iteracion,382,3499.647400,314.177831,1256.720910
iteracion,383,3501.513000,314.010437,1256.051331
iteracion,384,3504.484200,313.744210,1254.986416
iteracion,385,3503.554100,313.827501,1255.319581
iteracion,386,3500.005800,314.145659,1256.592222
iteracion,387,3500.011200,314.145174,1256.590283
iteracion,388,3498.818400,314.252271,1257.018674
iteracion,389,3501.357900,314.024347,1256.106971
iteracion,390,3499.791200,314.164922,1256.669274
iteracion,391,3508.200100,313.411891,1253.657129
iteracion,392,3498.948800,314.240559,1256.971827
iteracion,393,3511.704700,313.099113,1252.406008
iteracion,394,3494.927400,314.602137,1258.418148
iteracion,395,3508.344100,313.399027,1253.605673
iteracion,396,3489.021000,315.134712,1260.548465
iteracion,397,3509.507700,313.295118,1253.190032
iteracion,398,3506.133900,313.596588,1254.395922
iteracion,399,3505.742700,313.631582,1254.535898
iteracion,400,3498.214000,314.306566,1257.235854
iteracion,401,3509.773600,313.271382,1253.095090
iteracion,402,3502.895600,313.886497,1255.555565
iteracion,403,3500.512900,314.100150,1256.410187
iteracion,404,3506.140300,313.596015,1254.393632
iteracion,405,3492.589400,314.812737,1259.260555
iteracion,406,3509.491300,313.296582,1253.195888
iteracion,407,3498.671600,314.265457,1257.071417
iteracion,408,3501.057800,314.051264,1256.214640
iteracion,409,3503.984800,313.788926,1255.165281
iteracion,410,3514.209100,312.875983,1251.513482
iteracion,411,3503.883900,313.797962,1255.201425
iteracion,412,3508.021900,313.427812,1253.720812
iteracion,413,3507.599400,313.465565,1253.871826
iteracion,414,3509.679900,313.279746,1253.128545
iteracion,415,3497.243800,314.393760,1257.584634
iteracion,416,3494.172500,314.670105,1258.690023
iteracion,417,3499.381900,314.201667,1256.816258
iteracion,418,3495.617500,314.540028,1258.169713
iteracion,419,3497.924700,314.332561,1257.339835
iteracion,420,3504.190300,313.770524,1255.091673
iteracion,421,3502.163400,313.952121,1255.818065
iteracion,422,3495.318900,314.566899,1258.277196
iteracion,423,3495.220900,314.575719,1258.312476
iteracion,424,3508.210700,313.410944,1253.653341
iteracion,425,3503.443400,313.837417,1255.359246
iteracion,426,3505.548300,313.648974,1254.605468
iteracion,427,3503.654800,313.818481,1255.283502
iteracion,428,3505.555400,313.648339,1254.602927
iteracion,429,3512.236600,313.051697,1252.216341
iteracion,430,3505.399000,313.662333,1254.658903
iteracion,431,3505.641200,313.640662,1254.572221
iteracion,432,3499.162900,314.221332,1256.894918
iteracion,433,3499.157900,314.221781,1256.896714
iteracion,434,3502.576400,313.915102,1255.669988
iteracion,435,3510.324300,313.222236,1252.898504
iteracion,436,3509.386700,313.305920,1253.233240
iteracion,437,3507.824200,313.445476,1253.791472
iteracion,438,3512.894700,312.993050,1251.981753
iteracion,439,3506.422500,313.570777,1254.292677
iteracion,440,3500.653500,314.087535,1256.359724
iteracion,441,3507.196900,313.501540,1254.015726
iteracion,442,3508.902900,313.349118,1253.406033
iteracion,443,3496.328700,314.476047,1257.913784
iteracion,444,3501.208600,314.037738,1256.160534
iteracion,445,3506.346800,313.577547,1254.319757
iteracion,446,3503.753900,313.809605,1255.247997
iteracion,447,3507.617700,313.463930,1253.865285
iteracion,448,3558.948300,308.942849,1235.780825
iteracion,449,3521.590400,312.220191,1248.890293
iteracion,450,3502.770200,313.897734,1255.600515
iteracion,451,3492.170800,314.850473,1259.411500
iteracion,452,3498.658700,314.266615,1257.076052
iteracion,453,3486.340400,315.377015,1261.517684
iteracion,454,3495.184100,314.579031,1258.325725
iteracion,455,3494.391300,314.650402,1258.611211
iteracion,456,3490.655000,314.987195,1259.958393
iteracion,457,3496.355700,314.473618,1257.904070
iteracion,458,3491.120800,314.945168,1259.790284
iteracion,459,3496.065500,314.499722,1258.008486
iteracion,460,3488.656200,315.167665,1260.680277
iteracion,461,3500.333700,314.116231,1256.474509
iteracion,462,3490.034000,315.043242,1260.182584
iteracion,463,3489.421600,315.098533,1260.403749
iteracion,464,3499.595800,314.182463,1256.739440
iteracion,465,3495.994700,314.506091,1258.033963
iteracion,466,3495.758100,314.527378,1258.119109
iteracion,467,3492.156300,314.851780,1259.416729
iteracion,468,3497.372200,314.382218,1257.538464
iteracion,469,3486.745000,315.340419,1261.371298
iteracion,470,3498.470400,314.283530,1257.143712
iteracion,471,3497.181900,314.399325,1257.606894
iteracion,472,3494.353500,314.653806,1258.624826
iteracion,473,3499.450100,314.195544,1256.791764
iteracion,474,3491.789000,314.884899,1259.549207
iteracion,475,3496.747100,314.438418,1257.763270
iteracion,476,3493.671300,314.715247,1258.870594
iteracion,477,3491.906900,314.874268,1259.506680
iteracion,478,3501.520900,314.009729,1256.048498
iteracion,479,3498.863200,314.248247,1257.002579
iteracion,480,3492.546500,314.816604,1259.276023
iteracion,481,3496.782400,314.435244,1257.750573
iteracion,482,3494.419200,314.647890,1258.601162
iteracion,483,3493.643700,314.717734,1258.880539
iteracion,484,3491.726700,314.890518,1259.571680
iteracion,485,3493.262900,314.752041,1259.017770
iteracion,486,3489.913100,315.054156,1260.226240
iteracion,487,3498.549000,314.276469,1257.115469
iteracion,488,3493.705000,314.712212,1258.858451
iteracion,489,3496.567400,314.454578,1257.827910
iteracion,490,3496.362500,314.473007,1257.901624
iteracion,491,3499.633600,314.179069,1256.725866
iteracion,492,3493.136300,314.763448,1259.063400
iteracion,493,3502.634600,313.909886,1255.649124
iteracion,494,3499.538100,314.187643,1256.760161
iteracion,495,3497.677600,314.354767,1257.428662
iteracion,496,3492.311900,314.837752,1259.360616
iteracion,497,3498.828200,314.251391,1257.015153
iteracion,498,3494.218600,314.665954,1258.673417
iteracion,499,3491.844100,314.879931,1259.529332
iteracion,500,3500.235600,314.125034,1256.509723
iteracion,501,3496.179900,314.489431,1257.967322
iteracion,502,3492.853500,314.788933,1259.165340
iteracion,503,3497.215500,314.396304,1257.594811
iteracion,504,3494.161600,314.671087,1258.693950
iteracion,505,3495.188200,314.578662,1258.324249
iteracion,506,3497.049600,314.411219,1257.654471
iteracion,507,3492.616400,314.810303,1259.250820
iteracion,508,3498.279000,314.300726,1257.212494
iteracion,509,3498.209700,314.306952,1257.237399
iteracion,510,3494.751900,314.617935,1258.481343
iteracion,511,3495.411400,314.558575,1258.243898
iteracion,512,3500.792700,314.075046,1256.309768
iteracion,513,3488.760200,315.158270,1260.642696
iteracion,514,3499.400500,314.199997,1256.809578
iteracion,515,3498.947100,314.240712,1256.972438
iteracion,516,3501.989500,313.967711,1255.880426
iteracion,517,3641.434400,301.944648,1207.787806
iteracion,518,3564.543200,308.457933,1233.841146
iteracion,519,3543.984400,310.247310,1240.998709
iteracion,520,3581.258400,307.018234,1228.082304
iteracion,521,3621.308400,303.622754,1214.500280
iteracion,522,3545.672200,310.099627,1240.407973
iteracion,523,3525.063200,311.912600,1247.659919
iteracion,524,4414.016900,249.095473,996.389494
iteracion,525,4266.845000,257.687267,1030.756933
iteracion,526,3988.348500,275.680931,1102.732137
iteracion,527,3987.595600,275.732982,1102.940345
iteracion,528,4054.272000,271.198289,1084.801431
iteracion,529,3937.056700,279.272490,1117.098483
iteracion,530,3872.466800,283.930550,1135.730864
iteracion,531,3714.304200,296.020888,1184.092586
iteracion,532,3577.038600,307.380420,1229.531061
iteracion,533,3495.347200,314.564352,1258.267009
iteracion,534,3515.591100,312.752990,1251.021504
iteracion,535,3509.669800,313.280648,1253.132151
iteracion,536,3502.910600,313.885152,1255.550189
iteracion,537,3499.778300,314.166080,1256.673906
iteracion,538,3506.624000,313.552758,1254.220602
iteracion,539,3509.155300,313.326580,1253.315881
iteracion,540,3505.665400,313.638497,1254.563560
iteracion,541,3503.542500,313.828540,1255.323737
iteracion,542,3502.142100,313.954031,1255.825703
iteracion,543,3501.659500,313.997300,1255.998782
iteracion,544,3501.953700,313.970921,1255.893265
iteracion,545,3504.311000,313.759717,1255.048443
iteracion,546,3503.012000,313.876067,1255.513845
iteracion,547,3502.526900,313.919538,1255.687734
iteracion,548,3493.728100,314.710131,1258.850128
iteracion,549,3497.119800,314.404908,1257.629225
iteracion,550,3510.921600,313.168949,1252.685353
iteracion,551,3507.158800,313.504945,1254.029349
iteracion,552,3508.713300,313.366050,1253.473764
iteracion,553,3505.524800,313.651077,1254.613879
iteracion,554,3499.805900,314.163602,1256.663995
iteracion,555,3504.061400,313.782067,1255.137842
iteracion,556,3499.077100,314.229037,1256.925738
iteracion,557,3504.540100,313.739206,1254.966398
iteracion,558,3495.998300,314.505767,1258.032667
iteracion,559,3507.623200,313.463438,1253.863318
iteracion,560,3501.656400,313.997578,1255.999894
iteracion,561,3501.780000,313.986495,1255.955561
iteracion,562,3501.414500,314.019271,1256.086666
iteracion,563,3496.356100,314.473582,1257.903926
iteracion,564,3505.428300,313.659711,1254.648416
iteracion,565,3498.743600,314.258989,1257.045548
iteracion,566,3494.455000,314.644666,1258.588268
iteracion,567,3496.964300,314.418888,1257.685149
iteracion,568,3500.439200,314.106763,1256.436640
iteracion,569,3504.593900,313.734390,1254.947133
iteracion,570,3506.638700,313.551444,1254.215345
iteracion,571,3499.309700,314.208150,1256.842190
iteracion,572,3501.428200,314.018042,1256.081751
iteracion,573,3499.221300,314.216088,1256.873941
iteracion,574,3501.931500,313.972911,1255.901226
iteracion,575,3495.572100,314.544114,1258.186054
iteracion,576,3504.131700,313.775772,1255.112662
iteracion,577,3505.937900,313.614120,1254.466049
iteracion,578,3502.022500,313.964753,1255.868592
