iter,tiempo_ms,gflops
214,239.891800,1145.841196
215,239.596800,1147.251996
216,239.792300,1146.316654
217,239.657400,1146.961900
218,240.175700,1144.486753
219,239.786900,1146.342469
220,240.245800,1144.152809
221,239.791500,1146.320478
222,240.196500,1144.387645
223,239.821900,1146.175170
224,240.202300,1144.360012
225,239.842100,1146.078637
226,240.002100,1145.314591
227,239.815600,1146.205280
228,239.720600,1146.659515
229,240.323700,1143.781936
230,239.870800,1145.941511
231,240.283600,1143.972818
232,239.742700,1146.553813
233,240.124600,1144.730306
234,239.752800,1146.505513
235,239.869400,1145.948199
236,240.154300,1144.588737
237,239.768800,1146.429006
238,240.220100,1144.275217
239,239.674000,1146.882461
240,240.084900,1144.919597
241,239.868000,1145.954887
242,239.839000,1146.093450
243,240.199900,1144.371446
244,239.805900,1146.251643
245,240.244200,1144.160429
246,239.781900,1146.366373
247,239.689000,1146.810688
248,240.321500,1143.792407
249,239.765500,1146.444784
250,240.307200,1143.860471
251,239.888100,1145.858869
252,240.229300,1144.231395
253,239.791700,1146.319522
254,239.796300,1146.297532
255,240.247200,1144.146142
256,239.726500,1146.631294
257,240.249600,1144.134712
258,239.795100,1146.303269
259,240.151000,1144.604465
260,239.666200,1146.919787
261,240.135900,1144.676439
262,239.795700,1146.300400
263,239.774800,1146.400318
264,240.243000,1144.166144
265,239.919100,1145.710812
266,240.279100,1143.994242
267,241.212600,1139.566950
268,240.277600,1144.001384
269,239.657500,1146.961422
270,239.771100,1146.418008
271,239.779300,1146.378803
272,239.759300,1146.474431
273,240.333800,1143.733869
274,239.897200,1145.815403
275,240.203100,1144.356201
276,239.862700,1145.980208
277,239.929800,1145.659718
278,239.798700,1146.286060
279,239.658100,1146.958550
280,240.281900,1143.980911
281,239.781700,1146.367329
282,240.146000,1144.628297
283,239.770800,1146.419443
284,240.244700,1144.158048
285,239.722000,1146.652818
286,239.758200,1146.479691
287,239.883500,1145.880842
288,240.287500,1143.954250
289,239.775800,1146.395537
290,239.653900,1146.978651
291,239.774900,1146.399840
292,239.754600,1146.496905
293,240.152300,1144.598269
294,239.867400,1145.957754
295,240.291900,1143.933303
296,239.800700,1146.276499
297,239.806600,1146.248297
298,240.339800,1143.705316
299,239.767900,1146.433309
300,240.245700,1144.153285
301,239.760300,1146.469649
302,240.300000,1143.894744
303,239.759000,1146.475865
304,239.873100,1145.930523
305,240.199500,1144.373352
306,239.603200,1147.221352
307,240.131500,1144.697413
308,239.945200,1145.586188
309,239.873200,1145.930045
310,239.718900,1146.667647
311,239.758000,1146.480647
312,240.266900,1144.052331
313,239.821800,1146.175648
314,240.232100,1144.218058
315,239.795200,1146.302791
316,240.188800,1144.424332
317,239.773500,1146.406533
318,240.236600,1144.196625
319,239.811300,1146.225832
320,239.895500,1145.823523
321,239.732300,1146.603553
322,239.750200,1146.517946
323,240.262400,1144.073758
324,239.751600,1146.511251
325,240.203700,1144.353342
326,239.776300,1146.393146
327,240.371300,1143.555437
328,239.785300,1146.350118
329,240.282800,1143.976626
330,239.734600,1146.592553
331,239.692400,1146.794420
332,239.800000,1146.279845
333,239.830700,1146.133114
334,239.737400,1146.579161
335,239.833900,1146.117821
336,240.254200,1144.112806
337,239.699900,1146.758538
338,240.191500,1144.411467
339,239.755100,1146.494514
340,239.890800,1145.845972
341,239.759800,1146.472040
342,239.808200,1146.240650
343,240.166200,1144.532024
344,239.798800,1146.285582
345,239.746900,1146.533728
346,239.836900,1146.103485
347,240.178300,1144.474363
348,239.726300,1146.632251
349,240.352900,1143.642981
350,239.809600,1146.233958
351,239.768600,1146.429962
352,240.141600,1144.649269
353,239.807500,1146.243995
354,240.024500,1145.207706
355,239.821800,1146.175648
356,240.238000,1144.189957
357,239.756600,1146.487342
358,240.202800,1144.357630
359,239.793600,1146.310439
360,239.783100,1146.360636
361,239.840000,1146.088671
362,239.815800,1146.204324
363,240.218900,1144.280933
364,239.815900,1146.203846
365,240.126300,1144.722202
366,239.727000,1146.628903
367,240.160800,1144.557759
368,239.696800,1146.773369
369,239.879700,1145.898994
370,240.151800,1144.600652
371,239.733300,1146.598770
372,240.225400,1144.249971
373,239.765800,1146.443350
374,240.174000,1144.494853
375,239.904600,1145.780060
376,239.753100,1146.504078
377,239.815700,1146.204802
378,239.747800,1146.529424
379,240.126200,1144.722679
380,239.872600,1145.932912
381,240.289900,1143.942825
382,239.775600,1146.396493
383,240.222900,1144.261879
384,239.819700,1146.185684
385,240.218000,1144.285220
386,239.834000,1146.117343
387,239.802000,1146.270285
388,240.127400,1144.716958
389,239.809300,1146.235392
390,240.187600,1144.430049
391,239.795800,1146.299922
392,240.158200,1144.570150
393,239.751600,1146.511251
394,239.896000,1145.821135
395,239.833100,1146.121644
396,239.884900,1145.874154
397,240.152700,1144.596363
398,239.774100,1146.403665
399,240.286900,1143.957107
400,239.835800,1146.108742
401,240.180200,1144.465310
402,239.887500,1145.861735
403,240.264800,1144.062330
404,239.746500,1146.535641
405,239.736900,1146.581552
406,240.240700,1144.177098
407,239.720200,1146.661428
408,240.286400,1143.959487
409,239.754000,1146.499775
410,240.107300,1144.812786
411,239.778900,1146.380716
412,239.942000,1145.601466
413,240.235500,1144.201864
414,239.723900,1146.643730
415,240.042900,1145.119922
416,239.719900,1146.662863
417,240.281600,1143.982340
418,239.725400,1146.636556
419,239.665400,1146.923615
420,240.221200,1144.269977
421,239.899200,1145.805851
422,240.114300,1144.779411
423,239.746400,1146.536119
424,240.222700,1144.262832
425,239.903000,1145.787701
426,239.683500,1146.837004
427,239.806600,1146.248297
428,239.691500,1146.798726
429,240.164500,1144.540125
430,239.715500,1146.683910
