iter,tiempo_ms,gflops
304,35.349100,7776.093506
305,32.183900,8540.851387
306,32.723000,8400.143842
307,32.129100,8555.418824
308,32.289700,8512.866547
309,35.748300,7689.258145
310,32.990800,8331.956392
311,32.910700,8352.235198
312,32.470500,8465.465790
313,59.844000,4593.240875
314,32.355900,8495.449267
315,36.330900,7565.953691
316,35.223100,7803.910131
317,34.620000,7939.858664
318,32.119200,8558.055834
319,32.450200,8470.761565
320,34.791000,7900.833748
321,33.764200,8141.105281
322,34.716000,7917.902608
323,31.992800,8591.867762
324,32.083100,8567.685384
325,35.187800,7811.738925
326,32.164900,8545.896519
327,32.062700,8573.136602
328,32.423200,8477.815482
329,33.058800,8314.818050
330,33.876400,8114.141613
331,33.255400,8265.662327
332,32.573900,8438.593688
333,32.098800,8563.494802
334,39.271900,6999.353404
335,44.248500,6212.140682
336,36.602000,7509.914948
337,32.870800,8362.373503
338,32.422100,8478.103113
339,32.121800,8557.363129
340,35.776500,7683.197265
341,32.761100,8390.374772
342,32.242200,8525.407911
343,32.097400,8563.868318
344,35.485000,7746.312722
345,37.161800,7396.786672
346,32.622200,8426.099618
347,32.768100,8388.582400
348,31.928700,8609.116780
349,38.762700,7091.299289
350,33.553100,8192.325208
351,32.752600,8392.552254
352,32.553700,8443.829947
353,32.020500,8584.435188
354,34.880900,7880.470600
355,32.630200,8424.033777
356,32.637700,8422.097971
357,32.051700,8576.078865
358,32.581800,8436.547611
359,35.522900,7738.048046
360,38.775000,7089.049824
361,32.581700,8436.573504
362,32.184300,8540.745237
363,32.695500,8407.209155
364,35.513300,7740.139805
365,35.697100,7700.286772
366,32.713400,8402.608929
367,44.568900,6167.482414
368,32.685000,8409.909957
369,33.088500,8307.354729
370,35.210500,7806.702743
371,33.374100,8236.264257
372,32.095300,8564.428653
373,33.634200,8172.571577
374,41.915300,6557.937244
375,35.227400,7802.957554
376,33.695900,8157.606918
377,32.449700,8470.892087
378,32.175700,8543.028029
379,35.674500,7705.164948
380,32.450500,8470.683254
381,32.263400,8519.805939
382,31.920100,8611.436272
383,32.355200,8495.633065
384,35.724100,7694.466955
385,35.504300,7742.101856
386,35.337900,7778.558062
387,32.151000,8549.591208
388,32.453200,8469.978521
389,34.779700,7903.400747
390,35.652000,7710.027683
391,33.266900,8262.804979
392,31.901400,8616.484134
393,32.297200,8510.889704
394,32.646500,8419.827759
395,32.253100,8522.526732
396,32.464200,8467.108598
397,32.951600,8341.868284
398,40.139400,6848.082107
399,32.692100,8408.083511
400,32.544200,8446.294791
401,32.232300,8528.026450
402,34.380300,7995.215485
403,39.947600,6880.961733
404,33.808100,8130.534012
405,36.554300,7519.714697
406,33.290400,8256.972188
407,32.143600,8551.559469
408,32.079900,8568.540019
409,33.745400,8145.640797
410,35.030200,7846.883744
411,34.199800,8037.412703
412,34.735800,7913.389268
413,34.635100,7936.397093
414,33.407900,8227.931326
415,32.333400,8501.361037
416,32.703200,8405.229670
417,37.694000,7292.351752
418,36.314100,7569.453930
419,34.807600,7897.065783
420,32.627900,8424.627602
421,43.200400,6362.855597
422,32.866800,8363.391232
423,31.998200,8590.417803
424,33.824900,8126.495775
425,35.742400,7690.527411
426,32.796700,8381.267229
427,32.188300,8539.683890
428,35.681900,7703.566989
429,32.143300,8551.639282
430,32.851000,8367.413684
431,32.636200,8422.485061
432,33.047100,8317.761829
433,35.489100,7745.417803
434,32.490200,8460.332868
435,31.938300,8606.529056
436,32.961700,8339.312200
437,34.856800,7885.919159
438,37.481000,7333.793307
439,33.579800,8185.811319
440,32.400300,8483.807463
441,32.632100,8423.543288
442,32.995100,8330.870552
443,37.817100,7268.614118
444,35.993700,7636.833861
445,32.786200,8383.951386
446,32.458000,8468.725952
447,35.161900,7817.492995
448,37.385600,7352.507568
449,32.812200,8377.308042
450,32.784900,8384.283830
451,31.843200,8632.232531
452,39.352000,6985.106397
453,44.903400,6121.538835
454,34.831500,7891.647128
455,36.223700,7588.344287
456,32.006100,8588.297448
457,32.584500,8435.848546
458,33.425500,8223.598957
459,33.089100,8307.204093
460,32.967900,8337.743895
461,32.541200,8447.073462
462,32.642000,8420.988510
463,34.191800,8039.293250
464,32.512500,8454.530010
465,32.353000,8496.210767
466,32.405100,8482.550800
467,40.166300,6843.495840
468,43.682800,6292.589004
469,37.338600,7361.762545
470,32.722400,8400.297868
471,32.449300,8470.996507
472,31.759000,8655.118453
473,32.536000,8448.423498
474,32.899600,8355.053160
475,36.118100,7610.530647
476,32.709000,8403.739244
477,34.017000,8080.604020
478,34.378100,7995.727133
479,32.703000,8405.281073
480,34.395900,7991.589316
481,33.405900,8228.423929
482,32.373800,8490.751995
483,35.119900,7826.841960
484,32.233000,8527.841248
485,32.585400,8435.615550
486,32.359900,8494.399147
487,34.450900,7978.830943
488,32.947200,8342.982316
489,32.836600,8371.083088
490,32.282000,8514.897062
491,32.409300,8481.451526
492,39.700500,6923.789548
493,45.273100,6071.550368
494,33.941500,8098.578641
495,32.633200,8423.259348
496,32.516700,8453.437986
497,32.398400,8484.304995
498,33.391400,8231.997069
499,33.322500,8249.018139
500,33.086100,8307.957328
501,32.536900,8448.189807
502,38.084100,7217.655319
503,41.887800,6562.242633
504,34.396300,7991.496380
505,33.307600,8252.708299
506,33.618000,8176.509815
507,32.417800,8479.227676
508,35.307600,7785.233404
509,32.440500,8473.294399
510,32.411300,8480.928162
511,45.955300,5981.419052
